"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Undeclared","Economics","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","215","205","40270","37780"
"In post","2022","Declared non-disabled","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","95","90","37190","33410"
"In post","2022","Declared non-disabled","Undeclared","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Intelligence Analysis","70","65","35100","30500"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Knowledge and Information Management","70","65","35060","33180"
"In post","2022","Declared non-disabled","Undeclared","Legal","170","160","51560","51510"
"In post","2022","Declared non-disabled","Undeclared","Medicine","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Operational Delivery","4675","4195","28680","27570"
"In post","2022","Declared non-disabled","Undeclared","Operational Research","45","45","43490","47010"
"In post","2022","Declared non-disabled","Undeclared","Other","520","490","29150","27570"
"In post","2022","Declared non-disabled","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Policy","490","470","48070","44500"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","305","290","44170","40900"
"In post","2022","Declared non-disabled","Undeclared","Property","275","250","38070","34000"
"In post","2022","Declared non-disabled","Undeclared","Psychology","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Science and Engineering","515","500","41200","39930"
"In post","2022","Declared non-disabled","Undeclared","Security","145","145","34260","33300"
"In post","2022","Declared non-disabled","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Statistics","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Tax","170","155","39670","35800"
"In post","2022","Declared non-disabled","Undeclared","Unknown","295","290","44880","39660"
"In post","2022","Declared non-disabled","Undeclared","Veterinarian","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","90","90","37890","36990"
"In post","2022","Declared non-disabled","Unknown","Communications","70","70","39520","36840"
"In post","2022","Declared non-disabled","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","195","175","31490","29290"
"In post","2022","Declared non-disabled","Unknown","Digital, Data and Technology","385","375","39200","35360"
"In post","2022","Declared non-disabled","Unknown","Economics","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Finance","195","185","38930","35310"
"In post","2022","Declared non-disabled","Unknown","Geography","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Human Resources","90","85","37910","32810"
"In post","2022","Declared non-disabled","Unknown","Inspector of Education and Training","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Intelligence Analysis","30","30","33940","32040"
"In post","2022","Declared non-disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","International Trade","60","60","48000","47980"
"In post","2022","Declared non-disabled","Unknown","Knowledge and Information Management","45","40","29330","28330"
"In post","2022","Declared non-disabled","Unknown","Legal","270","250","54200","55610"
"In post","2022","Declared non-disabled","Unknown","Medicine","60","55","45140","39030"
"In post","2022","Declared non-disabled","Unknown","Operational Delivery","5370","4835","27350","25700"
"In post","2022","Declared non-disabled","Unknown","Operational Research","35","35","36670","38070"
"In post","2022","Declared non-disabled","Unknown","Other","455","435","31190","27570"
"In post","2022","Declared non-disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Policy","365","345","47660","47570"
"In post","2022","Declared non-disabled","Unknown","Project Delivery","280","270","39780","38070"
"In post","2022","Declared non-disabled","Unknown","Property","75","75","39430","35310"
"In post","2022","Declared non-disabled","Unknown","Psychology","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Science and Engineering","470","455","38020","37350"
"In post","2022","Declared non-disabled","Unknown","Security","160","155","32430","29890"
"In post","2022","Declared non-disabled","Unknown","Social Research","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Statistics","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Tax","110","100","39830","35700"
"In post","2022","Declared non-disabled","Unknown","Unknown","215","210","51130","36540"
"In post","2022","Declared non-disabled","Unknown","Veterinarian","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","White","Commercial","3350","3220","40500","37400"
"In post","2022","Declared non-disabled","White","Communications","2210","2120","43070","39800"
"In post","2022","Declared non-disabled","White","Corporate Finance","90","85","49100","47010"
"In post","2022","Declared non-disabled","White","Counter Fraud","3625","3260","29100","27570"
"In post","2022","Declared non-disabled","White","Digital, Data and Technology","10365","10050","42580","39100"
"In post","2022","Declared non-disabled","White","Economics","1055","1030","50600","52290"
"In post","2022","Declared non-disabled","White","Finance","6860","6575","41040","36500"
"In post","2022","Declared non-disabled","White","Geography","270","255","31710","33290"
"In post","2022","Declared non-disabled","White","Human Resources","5395","5100","39700","35310"
"In post","2022","Declared non-disabled","White","Inspector of Education and Training","720","705","66970","75480"
"In post","2022","Declared non-disabled","White","Intelligence Analysis","1940","1860","33690","30820"
"In post","2022","Declared non-disabled","White","Internal Audit","445","425","46750","43490"
"In post","2022","Declared non-disabled","White","International Trade","625","615","48820","49370"
"In post","2022","Declared non-disabled","White","Knowledge and Information Management","1370","1315","35730","32900"
"In post","2022","Declared non-disabled","White","Legal","6650","6185","50060","51250"
"In post","2022","Declared non-disabled","White","Medicine","1280","1135","52500","40100"
"In post","2022","Declared non-disabled","White","Operational Delivery","132425","120825","28830","27260"
"In post","2022","Declared non-disabled","White","Operational Research","720","690","46150","47010"
"In post","2022","Declared non-disabled","White","Other","16335","15440","30410","26670"
"In post","2022","Declared non-disabled","White","Planning","160","155","46730","42980"
"In post","2022","Declared non-disabled","White","Planning Inspectors","260","235","56130","58810"
"In post","2022","Declared non-disabled","White","Policy","17795","17215","49040","47550"
"In post","2022","Declared non-disabled","White","Project Delivery","9425","9035","44200","40520"
"In post","2022","Declared non-disabled","White","Property","4410","4230","39030","34260"
"In post","2022","Declared non-disabled","White","Psychology","990","945","36460","31180"
"In post","2022","Declared non-disabled","White","Science and Engineering","8570","8250","39310","38070"
"In post","2022","Declared non-disabled","White","Security","5175","5060","32170","28890"
"In post","2022","Declared non-disabled","White","Social Research","725","690","44460","40670"
"In post","2022","Declared non-disabled","White","Statistics","1335","1280","45560","41980"
"In post","2022","Declared non-disabled","White","Tax","9010","8540","37460","33370"
"In post","2022","Declared non-disabled","White","Unknown","14655","14175","42840","36700"
"In post","2022","Declared non-disabled","White","Veterinarian","270","260","44420","41000"
"In post","2022","Undeclared","Asian","Commercial","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Communications","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Counter Fraud","30","25","[c]","[c]"
"In post","2022","Undeclared","Asian","Digital, Data and Technology","45","45","40270","35310"
"In post","2022","Undeclared","Asian","Economics","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Finance","45","40","39930","35050"
"In post","2022","Undeclared","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Human Resources","25","25","[c]","[c]"
"In post","2022","Undeclared","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Internal Audit","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Legal","30","25","[c]","[c]"
"In post","2022","Undeclared","Asian","Medicine","10","5","[c]","[c]"
"In post","2022","Undeclared","Asian","Operational Delivery","745","675","28210","27570"
"In post","2022","Undeclared","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Other","65","55","27430","25160"
"In post","2022","Undeclared","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Policy","115","115","42860","38060"
"In post","2022","Undeclared","Asian","Project Delivery","50","50","42230","37900"
"In post","2022","Undeclared","Asian","Property","15","15","[c]","[c]"
"In post","2022","Undeclared","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Security","20","20","[c]","[c]"
"In post","2022","Undeclared","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Tax","55","55","37340","33440"
"In post","2022","Undeclared","Asian","Unknown","60","60","38220","34550"
"In post","2022","Undeclared","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Commercial","15","15","[c]","[c]"
"In post","2022","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Counter Fraud","10","10","[c]","[c]"
"In post","2022","Undeclared","Black","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Undeclared","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Finance","15","15","[c]","[c]"
"In post","2022","Undeclared","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Human Resources","15","15","[c]","[c]"
"In post","2022","Undeclared","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Legal","15","15","[c]","[c]"
"In post","2022","Undeclared","Black","Medicine","[c]","[c]","[c]","[c]"
