"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Dudley","Outside London","AO","Undeclared","55","45","21010","21260"
"In post","2022","Dudley","Outside London","AO","Unknown","110","90","21110","21260"
"In post","2022","Dudley","Outside London","EO","Heterosexual / straight","290","260","27380","27570"
"In post","2022","Dudley","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Dudley","Outside London","EO","Undeclared","35","30","27040","27570"
"In post","2022","Dudley","Outside London","EO","Unknown","105","85","27410","27570"
"In post","2022","Dudley","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Dudley","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","HEO","Heterosexual / straight","45","45","33070","32320"
"In post","2022","Dudley","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","HEO","Unknown","15","10","[c]","[c]"
"In post","2022","Dudley","Outside London","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Dudley","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","Unknown","Heterosexual / straight","50","45","29680","28200"
"In post","2022","Dudley","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Dudley","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AA","Unknown","20","15","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AO","Heterosexual / straight","75","65","24080","23230"
"In post","2022","Dumfries and Galloway","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AO","Unknown","110","105","25960","25940"
"In post","2022","Dumfries and Galloway","Outside London","EO","Heterosexual / straight","130","120","30100","27940"
"In post","2022","Dumfries and Galloway","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","EO","Unknown","75","70","32780","35000"
"In post","2022","Dumfries and Galloway","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","HEO","Heterosexual / straight","35","35","35670","36130"
"In post","2022","Dumfries and Galloway","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Durham","Outside London","AA","Heterosexual / straight","230","205","20260","20890"
"In post","2022","Durham","Outside London","AA","LGBO","15","15","[c]","[c]"
"In post","2022","Durham","Outside London","AA","Undeclared","25","20","[c]","[c]"
"In post","2022","Durham","Outside London","AA","Unknown","85","75","21460","20890"
"In post","2022","Durham","Outside London","AO","Heterosexual / straight","1855","1625","23820","22010"
"In post","2022","Durham","Outside London","AO","LGBO","100","95","24220","22600"
"In post","2022","Durham","Outside London","AO","Undeclared","180","155","24360","22010"
"In post","2022","Durham","Outside London","AO","Unknown","715","645","24510","22600"
"In post","2022","Durham","Outside London","EO","Heterosexual / straight","925","835","27620","27130"
"In post","2022","Durham","Outside London","EO","LGBO","35","35","28280","27570"
"In post","2022","Durham","Outside London","EO","Undeclared","115","105","27500","27130"
"In post","2022","Durham","Outside London","EO","Unknown","235","215","27870","27130"
"In post","2022","Durham","Outside London","G6","Heterosexual / straight","30","30","70530","66210"
"In post","2022","Durham","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Durham","Outside London","G7","Heterosexual / straight","100","95","55710","54240"
"In post","2022","Durham","Outside London","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Durham","Outside London","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Durham","Outside London","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Durham","Outside London","HEO","Heterosexual / straight","390","365","33310","33370"
"In post","2022","Durham","Outside London","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Durham","Outside London","HEO","Undeclared","45","40","34660","33840"
"In post","2022","Durham","Outside London","HEO","Unknown","55","50","33680","33840"
"In post","2022","Durham","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Outside London","SEO","Heterosexual / straight","240","225","43240","41100"
"In post","2022","Durham","Outside London","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Durham","Outside London","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Durham","Outside London","SEO","Unknown","45","40","44260","42940"
"In post","2022","Durham","Outside London","Unknown","Heterosexual / straight","180","175","31050","30210"
"In post","2022","Durham","Outside London","Unknown","LGBO","10","5","[c]","[c]"
"In post","2022","Durham","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Durham","Outside London","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Ealing","London","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Ealing","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Ealing","London","EO","Heterosexual / straight","200","190","31110","31060"
"In post","2022","Ealing","London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Ealing","London","EO","Undeclared","30","30","31140","31060"
"In post","2022","Ealing","London","EO","Unknown","70","65","31110","31060"
"In post","2022","Ealing","London","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Ealing","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ealing","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Ealing","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Ealing","London","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Ealing","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Unknown","Heterosexual / straight","50","50","33930","32090"
"In post","2022","Ealing","London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Ealing","London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Ealing","London","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AA","Heterosexual / straight","30","25","21350","20950"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AA","Unknown","25","20","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AO","Heterosexual / straight","200","180","22020","21260"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AO","LGBO","5","5","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AO","Undeclared","25","20","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AO","Unknown","45","40","22370","21260"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","EO","Heterosexual / straight","365","340","25970","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","EO","Undeclared","30","25","25870","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","EO","Unknown","80","75","25340","27230"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","HEO","Heterosexual / straight","95","90","31520","31990"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","HEO","Undeclared","15","10","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SEO","Heterosexual / straight","55","50","41760","41750"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AO","Heterosexual / straight","195","175","22240","21300"
"In post","2022","East Cumbria","Outside London","AO","LGBO","15","15","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AO","Undeclared","25","25","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AO","Unknown","70","65","21670","21300"
"In post","2022","East Cumbria","Outside London","EO","Heterosexual / straight","225","210","25250","25190"
"In post","2022","East Cumbria","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","East Cumbria","Outside London","EO","Undeclared","30","30","26030","25380"
"In post","2022","East Cumbria","Outside London","EO","Unknown","50","40","26490","26520"
