"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Geography","AA/AO","AO","35","35","20690","20420"
"In post","2022","Declared non-disabled","Geography","EO","EO","90","85","27460","26740"
"In post","2022","Declared non-disabled","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","SEO/HEO","HEO","125","115","33440","33290"
"In post","2022","Declared non-disabled","Geography","SEO/HEO","SEO","35","35","42620","42510"
"In post","2022","Declared non-disabled","Human Resources","AA/AO","AA","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","AA/AO","AO","770","705","22040","21380"
"In post","2022","Declared non-disabled","Human Resources","EO","EO","1090","1010","27250","26900"
"In post","2022","Declared non-disabled","Human Resources","G6/G7","G6","430","420","67190","67000"
"In post","2022","Declared non-disabled","Human Resources","G6/G7","G7","1060","1020","54340","54370"
"In post","2022","Declared non-disabled","Human Resources","SCS level","SCS level","160","155","86670","79480"
"In post","2022","Declared non-disabled","Human Resources","SEO/HEO","HEO","1665","1585","33300","33170"
"In post","2022","Declared non-disabled","Human Resources","SEO/HEO","SEO","1200","1145","41070","40580"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Unknown","30","30","42740","41040"
"In post","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","G6","150","145","81090","85550"
"In post","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","G7","340","330","73150","75500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","SEO","305","295","50190","51360"
"In post","2022","Declared non-disabled","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","AA/AO","AO","90","80","23480","21960"
"In post","2022","Declared non-disabled","Intelligence Analysis","EO","EO","1145","1080","27630","27370"
"In post","2022","Declared non-disabled","Intelligence Analysis","G6/G7","G6","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","G6/G7","G7","140","140","57690","57460"
"In post","2022","Declared non-disabled","Intelligence Analysis","SCS level","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","HEO","590","575","33890","33300"
"In post","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","SEO","305","300","42490","42170"
"In post","2022","Declared non-disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","AA/AO","AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","EO","EO","30","30","27580","26670"
"In post","2022","Declared non-disabled","Internal Audit","G6/G7","G6","50","50","66090","64220"
"In post","2022","Declared non-disabled","Internal Audit","G6/G7","G7","100","100","54010","54130"
"In post","2022","Declared non-disabled","Internal Audit","SCS level","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SEO/HEO","HEO","120","115","34080","33400"
"In post","2022","Declared non-disabled","Internal Audit","SEO/HEO","SEO","235","220","43930","43250"
"In post","2022","Declared non-disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","EO","EO","55","55","27620","26820"
"In post","2022","Declared non-disabled","International Trade","G6/G7","G6","115","115","63930","62410"
"In post","2022","Declared non-disabled","International Trade","G6/G7","G7","255","250","53300","51970"
"In post","2022","Declared non-disabled","International Trade","SCS level","SCS level","70","70","83240","75310"
"In post","2022","Declared non-disabled","International Trade","SEO/HEO","HEO","180","180","33020","32120"
"In post","2022","Declared non-disabled","International Trade","SEO/HEO","SEO","195","195","39200","38540"
"In post","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","AO","235","225","22460","21380"
"In post","2022","Declared non-disabled","Knowledge and Information Management","EO","EO","420","395","27700","27570"
"In post","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","G6","50","50","68030","67430"
"In post","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","G7","170","165","54760","54270"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","HEO","460","440","33860","33300"
"In post","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","SEO","285","275","41250","40580"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","AA/AO","AO","150","135","22370","22080"
"In post","2022","Declared non-disabled","Legal","EO","EO","1105","1065","28370","26970"
"In post","2022","Declared non-disabled","Legal","G6/G7","G6","1115","1045","69460","67910"
"In post","2022","Declared non-disabled","Legal","G6/G7","G7","3335","3070","56370","55610"
"In post","2022","Declared non-disabled","Legal","SCS level","SCS level","295","285","87650","82720"
"In post","2022","Declared non-disabled","Legal","SEO/HEO","HEO","1265","1215","35210","33640"
"In post","2022","Declared non-disabled","Legal","SEO/HEO","SEO","1285","1175","44990","43240"
"In post","2022","Declared non-disabled","Legal","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","AA/AO","AO","205","190","23600","23280"
"In post","2022","Declared non-disabled","Medicine","EO","EO","205","185","32010","31530"
"In post","2022","Declared non-disabled","Medicine","G6/G7","G6","275","230","82220","84280"
"In post","2022","Declared non-disabled","Medicine","G6/G7","G7","190","170","62300","60720"
"In post","2022","Declared non-disabled","Medicine","SCS level","SCS level","165","145","101110","100400"
"In post","2022","Declared non-disabled","Medicine","SEO/HEO","HEO","310","280","37800","39030"
"In post","2022","Declared non-disabled","Medicine","SEO/HEO","SEO","180","165","44290","45840"
"In post","2022","Declared non-disabled","Operational Delivery","AA/AO","AA","6690","5875","20670","20890"
"In post","2022","Declared non-disabled","Operational Delivery","AA/AO","AO","59160","52675","23180","21680"
"In post","2022","Declared non-disabled","Operational Delivery","EO","EO","57420","52530","27890","27570"
"In post","2022","Declared non-disabled","Operational Delivery","G6/G7","G6","1440","1405","69060","67000"
"In post","2022","Declared non-disabled","Operational Delivery","G6/G7","G7","4120","4010","54950","53760"
"In post","2022","Declared non-disabled","Operational Delivery","SCS level","SCS level","585","570","89300","82270"
"In post","2022","Declared non-disabled","Operational Delivery","SEO/HEO","HEO","17505","16600","33780","33370"
"In post","2022","Declared non-disabled","Operational Delivery","SEO/HEO","SEO","8960","8630","42650","40520"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","Unknown","11905","11085","30540","28200"
"In post","2022","Declared non-disabled","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","AA/AO","AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","EO","EO","30","30","28150","26800"
"In post","2022","Declared non-disabled","Operational Research","G6/G7","G6","55","50","69940","68790"
"In post","2022","Declared non-disabled","Operational Research","G6/G7","G7","355","340","52920","51710"
"In post","2022","Declared non-disabled","Operational Research","SCS level","SCS level","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","SEO/HEO","HEO","205","205","32870","32880"
"In post","2022","Declared non-disabled","Operational Research","SEO/HEO","SEO","200","190","41260","40510"
"In post","2022","Declared non-disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","AA/AO","AA","1250","1190","19560","19050"
"In post","2022","Declared non-disabled","Other","AA/AO","AO","5940","5475","21640","21260"
"In post","2022","Declared non-disabled","Other","EO","EO","6090","5770","27130","27570"
"In post","2022","Declared non-disabled","Other","G6/G7","G6","490","470","73450","68980"
"In post","2022","Declared non-disabled","Other","G6/G7","G7","980","950","54030","54160"
"In post","2022","Declared non-disabled","Other","SCS level","SCS level","235","225","97530","88110"
"In post","2022","Declared non-disabled","Other","SEO/HEO","HEO","2970","2855","32780","33180"
"In post","2022","Declared non-disabled","Other","SEO/HEO","SEO","1690","1640","41170","40580"
"In post","2022","Declared non-disabled","Other","Unknown","Unknown","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","EO","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","G6/G7","G7","50","45","55180","53650"
"In post","2022","Declared non-disabled","Planning","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Planning","SEO/HEO","HEO","40","35","35410","35180"
"In post","2022","Declared non-disabled","Planning","SEO/HEO","SEO","45","45","42290","40720"
"In post","2022","Declared non-disabled","Planning Inspectors","G6/G7","G6","160","135","63820","58810"
"In post","2022","Declared non-disabled","Planning Inspectors","G6/G7","G7","100","95","46530","47660"
"In post","2022","Declared non-disabled","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","AA/AO","AA","30","30","18730","17860"
"In post","2022","Declared non-disabled","Policy","AA/AO","AO","410","395","24270","24370"
"In post","2022","Declared non-disabled","Policy","EO","EO","1730","1670","28320","28310"
"In post","2022","Declared non-disabled","Policy","G6/G7","G6","2690","2585","66630","65440"
"In post","2022","Declared non-disabled","Policy","G6/G7","G7","6455","6265","54890","54110"
"In post","2022","Declared non-disabled","Policy","SCS level","SCS level","1470","1415","84840","77650"
"In post","2022","Declared non-disabled","Policy","SEO/HEO","HEO","5125","5010","34220","33860"
"In post","2022","Declared non-disabled","Policy","SEO/HEO","SEO","4475","4335","41110","40310"
"In post","2022","Declared non-disabled","Policy","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","AA/AO","AO","315","265","22030","21260"
"In post","2022","Declared non-disabled","Project Delivery","EO","EO","980","920","26820","26750"
"In post","2022","Declared non-disabled","Project Delivery","G6/G7","G6","950","925","67320","67530"
"In post","2022","Declared non-disabled","Project Delivery","G6/G7","G7","2545","2470","53960","54540"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","SCS level","295","290","89820","83920"
"In post","2022","Declared non-disabled","Project Delivery","SEO/HEO","HEO","2675","2560","33080","33300"
"In post","2022","Declared non-disabled","Project Delivery","SEO/HEO","SEO","3340","3230","40570","40520"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","370","360","44890","41020"
"In post","2022","Declared non-disabled","Property","AA/AO","AA","285","280","18180","17480"
"In post","2022","Declared non-disabled","Property","AA/AO","AO","315","285","22580","22040"
"In post","2022","Declared non-disabled","Property","EO","EO","985","920","27430","26950"
"In post","2022","Declared non-disabled","Property","G6/G7","G6","340","335","66600","65370"
"In post","2022","Declared non-disabled","Property","G6/G7","G7","765","740","55150","54540"
"In post","2022","Declared non-disabled","Property","SCS level","SCS level","70","70","88430","80190"
"In post","2022","Declared non-disabled","Property","SEO/HEO","HEO","1290","1245","33540","33300"
"In post","2022","Declared non-disabled","Property","SEO/HEO","SEO","1140","1090","42640","42170"
"In post","2022","Declared non-disabled","Property","Unknown","Unknown","40","40","22810","24080"
"In post","2022","Declared non-disabled","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","AA/AO","AO","50","45","21350","21140"
"In post","2022","Declared non-disabled","Psychology","EO","EO","280","275","26480","26590"
"In post","2022","Declared non-disabled","Psychology","G6/G7","G6","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","G6/G7","G7","75","70","61820","62400"
"In post","2022","Declared non-disabled","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
