"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Commercial","G6/G7","75","75","61000","58120"
"In post","2022","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","SEO/HEO","200","195","39020","38720"
"In post","2022","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Communications","G6/G7","35","35","58820","58240"
"In post","2022","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO/HEO","90","85","38650","38180"
"In post","2022","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AA/AO","55","45","22730","22720"
"In post","2022","Undeclared","Counter Fraud","EO","185","170","28120","27570"
"In post","2022","Undeclared","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO/HEO","80","80","34820","34000"
"In post","2022","Undeclared","Digital, Data and Technology","AA/AO","45","45","21970","21380"
"In post","2022","Undeclared","Digital, Data and Technology","EO","195","190","28030","27130"
"In post","2022","Undeclared","Digital, Data and Technology","G6/G7","255","255","59570","57680"
"In post","2022","Undeclared","Digital, Data and Technology","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","SEO/HEO","585","570","38230","37900"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Economics","G6/G7","40","40","59870","60000"
"In post","2022","Undeclared","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SEO/HEO","45","45","34990","34710"
"In post","2022","Undeclared","Finance","AA/AO","40","35","22030","21830"
"In post","2022","Undeclared","Finance","EO","140","130","27320","26860"
"In post","2022","Undeclared","Finance","G6/G7","135","130","60140","58680"
"In post","2022","Undeclared","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO/HEO","340","330","38120","37000"
"In post","2022","Undeclared","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Geography","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA/AO","70","60","21750","21380"
"In post","2022","Undeclared","Human Resources","EO","80","80","27990","27570"
"In post","2022","Undeclared","Human Resources","G6/G7","80","80","57820","56750"
"In post","2022","Undeclared","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO/HEO","250","240","37490","37040"
"In post","2022","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","EO","135","125","28350","27380"
"In post","2022","Undeclared","Intelligence Analysis","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SEO/HEO","115","115","37260","37000"
"In post","2022","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","EO","40","40","28080","27570"
"In post","2022","Undeclared","Knowledge and Information Management","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","SEO/HEO","65","60","36280","34640"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","85","80","28460","27130"
"In post","2022","Undeclared","Legal","G6/G7","190","175","62680","63730"
"In post","2022","Undeclared","Legal","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO/HEO","235","220","39640","38020"
"In post","2022","Undeclared","Medicine","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Medicine","G6/G7","30","25","78510","81950"
"In post","2022","Undeclared","Medicine","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","SEO/HEO","35","30","40070","39030"
"In post","2022","Undeclared","Operational Delivery","AA/AO","7015","6205","24910","22020"
"In post","2022","Undeclared","Operational Delivery","EO","4480","4160","28790","27570"
"In post","2022","Undeclared","Operational Delivery","G6/G7","320","315","60690","57540"
"In post","2022","Undeclared","Operational Delivery","SCS level","25","25","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","SEO/HEO","2285","2175","38030","36720"
"In post","2022","Undeclared","Operational Delivery","Unknown","785","730","31190","28760"
"In post","2022","Undeclared","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Other","AA/AO","700","655","21190","21260"
"In post","2022","Undeclared","Other","EO","500","475","27290","27570"
"In post","2022","Undeclared","Other","G6/G7","65","65","58250","57230"
"In post","2022","Undeclared","Other","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Other","SEO/HEO","395","385","36020","34460"
"In post","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","AA/AO","35","35","23870","24310"
"In post","2022","Undeclared","Policy","EO","120","120","28360","28110"
"In post","2022","Undeclared","Policy","G6/G7","685","675","58200","56040"
"In post","2022","Undeclared","Policy","SCS level","80","80","82340","77000"
"In post","2022","Undeclared","Policy","SEO/HEO","775","755","36620","36360"
"In post","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AA/AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","EO","70","65","27360","26780"
"In post","2022","Undeclared","Project Delivery","G6/G7","215","210","57830","55210"
"In post","2022","Undeclared","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO/HEO","415","400","37920","39450"
"In post","2022","Undeclared","Project Delivery","Unknown","30","30","47130","44390"
"In post","2022","Undeclared","Property","AA/AO","65","60","20500","21170"
"In post","2022","Undeclared","Property","EO","115","110","27660","27000"
"In post","2022","Undeclared","Property","G6/G7","95","90","59580","58250"
"In post","2022","Undeclared","Property","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","SEO/HEO","250","240","39050","38000"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","EO","35","30","27100","27380"
"In post","2022","Undeclared","Psychology","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","SEO/HEO","80","80","39640","39670"
"In post","2022","Undeclared","Science and Engineering","AA/AO","65","60","22530","22750"
"In post","2022","Undeclared","Science and Engineering","EO","120","115","28190","28150"
"In post","2022","Undeclared","Science and Engineering","G6/G7","85","85","58320","57230"
"In post","2022","Undeclared","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","SEO/HEO","330","320","38090","38250"
"In post","2022","Undeclared","Science and Engineering","Unknown","60","55","44170","43800"
"In post","2022","Undeclared","Security","AA/AO","420","410","27980","22710"
"In post","2022","Undeclared","Security","EO","110","105","36710","40190"
"In post","2022","Undeclared","Security","G6/G7","35","35","60250","55220"
"In post","2022","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SEO/HEO","195","190","41970","39720"
"In post","2022","Undeclared","Security","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Statistics","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Statistics","SEO/HEO","40","40","37980","38340"
"In post","2022","Undeclared","Tax","AA/AO","75","70","21350","21250"
"In post","2022","Undeclared","Tax","EO","195","180","28050","26820"
"In post","2022","Undeclared","Tax","G6/G7","235","225","59550","55210"
"In post","2022","Undeclared","Tax","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Tax","SEO/HEO","425","405","36600","33730"
"In post","2022","Undeclared","Unknown","AA/AO","110","100","22300","21260"
"In post","2022","Undeclared","Unknown","EO","125","120","27660","27230"
"In post","2022","Undeclared","Unknown","G6/G7","195","190","60330","58600"
"In post","2022","Undeclared","Unknown","SCS level","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","340","335","37320","36130"
"In post","2022","Undeclared","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","AA/AO","85","80","23440","22560"
"In post","2022","Unknown","Commercial","EO","195","190","26590","26350"
"In post","2022","Unknown","Commercial","G6/G7","260","255","56430","53360"
"In post","2022","Unknown","Commercial","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","SEO/HEO","675","655","36610","36820"
"In post","2022","Unknown","Commercial","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Communications","AA/AO","50","50","22800","22950"
"In post","2022","Unknown","Communications","EO","165","160","27530","27270"
"In post","2022","Unknown","Communications","G6/G7","305","300","58480","56440"
"In post","2022","Unknown","Communications","SCS level","30","30","[c]","[c]"
"In post","2022","Unknown","Communications","SEO/HEO","510","500","37720","37400"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
